week_start,store_id,location,region,channel,category,units_sold,unit_price,unit_cost,overhead_allocated
2024-04-15,S06,"Fresno, CA",Central Valley,In-Store,Accessories,26,15.04,8.64,460.0
2024-04-15,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,14,86.67,40.42,460.0
2024-04-15,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,19,10.26,3.59,460.0
2024-04-15,S00,QuickCart Online,National,Online,Consoles,26,464.43,379.71,180.0
2024-04-15,S00,QuickCart Online,National,Online,Video Games,95,64.42,39.66,180.0
2024-04-15,S00,QuickCart Online,National,Online,Accessories,90,46.74,26.39,180.0
2024-04-15,S00,QuickCart Online,National,Online,Collectibles,35,47.04,22.74,180.0
2024-04-15,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,45,22.83,7.65,180.0
2024-04-22,S01,"Monterey, CA",Central Coast,In-Store,Consoles,8,475.44,381.27,480.0
2024-04-22,S01,"Monterey, CA",Central Coast,In-Store,Video Games,45,59.41,35.43,480.0
2024-04-22,S01,"Monterey, CA",Central Coast,In-Store,Accessories,36,31.73,17.97,480.0
2024-04-22,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,13,84.73,41.71,480.0
2024-04-22,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,17,21.73,7.61,480.0
2024-04-22,S02,"Salinas, CA",Central Coast,In-Store,Consoles,6,412.7,332.76,420.0
2024-04-22,S02,"Salinas, CA",Central Coast,In-Store,Video Games,35,52.71,33.03,420.0
2024-04-22,S02,"Salinas, CA",Central Coast,In-Store,Accessories,29,28.76,16.0,420.0
2024-04-22,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,12,88.34,43.42,420.0
2024-04-22,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,18,17.41,6.29,420.0
2024-04-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,469.87,377.58,440.0
2024-04-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,42,50.05,31.57,440.0
2024-04-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,36,40.27,22.81,440.0
2024-04-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,16,67.16,30.71,440.0
2024-04-22,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,20,33.18,11.94,440.0
2024-04-22,S04,"San Jose, CA",Bay Area,In-Store,Consoles,9,456.76,382.84,620.0
2024-04-22,S04,"San Jose, CA",Bay Area,In-Store,Video Games,37,44.12,27.71,620.0
2024-04-22,S04,"San Jose, CA",Bay Area,In-Store,Accessories,31,51.85,27.51,620.0
2024-04-22,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,16,21.21,10.64,620.0
2024-04-22,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,16,9.47,3.25,620.0
2024-04-22,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,468.05,380.36,520.0
2024-04-22,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,41,66.62,42.84,520.0
2024-04-22,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,32,16.8,8.91,520.0
2024-04-22,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,12,41.75,20.37,520.0
2024-04-22,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,21,16.84,5.7,520.0
2024-04-22,S06,"Fresno, CA",Central Valley,In-Store,Consoles,10,433.23,350.07,460.0
2024-04-22,S06,"Fresno, CA",Central Valley,In-Store,Video Games,41,60.63,38.13,460.0
2024-04-22,S06,"Fresno, CA",Central Valley,In-Store,Accessories,32,41.45,22.1,460.0
2024-04-22,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,12,58.07,27.11,460.0
2024-04-22,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,26,16.44,5.63,460.0
2024-04-22,S00,QuickCart Online,National,Online,Consoles,18,469.5,377.95,180.0
2024-04-22,S00,QuickCart Online,National,Online,Video Games,86,67.01,42.77,180.0
2024-04-22,S00,QuickCart Online,National,Online,Accessories,66,19.48,10.9,180.0
2024-04-22,S00,QuickCart Online,National,Online,Collectibles,35,87.61,43.39,180.0
2024-04-22,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,66,29.12,9.98,180.0
2024-04-29,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,470.41,379.81,480.0
2024-04-29,S01,"Monterey, CA",Central Coast,In-Store,Video Games,35,46.69,28.89,480.0
2024-04-29,S01,"Monterey, CA",Central Coast,In-Store,Accessories,24,38.24,21.94,480.0
2024-04-29,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,16,28.61,13.89,480.0
2024-04-29,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,21,15.06,5.36,480.0
2024-04-29,S02,"Salinas, CA",Central Coast,In-Store,Consoles,8,462.79,362.51,420.0
2024-04-29,S02,"Salinas, CA",Central Coast,In-Store,Video Games,34,60.52,36.02,420.0
2024-04-29,S02,"Salinas, CA",Central Coast,In-Store,Accessories,33,14.23,7.87,420.0
2024-04-29,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,18,47.48,23.78,420.0
2024-04-29,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,25,20.94,7.11,420.0
2024-04-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,431.12,358.68,440.0
2024-04-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,44,41.68,26.03,440.0
2024-04-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,29,46.54,26.71,440.0
2024-04-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,18,31.25,15.57,440.0
2024-04-29,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,17,31.99,11.75,440.0
2024-04-29,S04,"San Jose, CA",Bay Area,In-Store,Consoles,8,448.54,383.86,620.0
2024-04-29,S04,"San Jose, CA",Bay Area,In-Store,Video Games,45,66.78,42.96,620.0
2024-04-29,S04,"San Jose, CA",Bay Area,In-Store,Accessories,21,39.56,20.9,620.0
2024-04-29,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,18,38.92,19.6,620.0
2024-04-29,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,21,21.35,7.8,620.0
2024-04-29,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,10,445.8,354.33,520.0
2024-04-29,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,28,43.87,27.09,520.0
2024-04-29,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,25,22.38,12.6,520.0
2024-04-29,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,17,58.74,28.92,520.0
2024-04-29,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,17,30.4,11.06,520.0
2024-04-29,S06,"Fresno, CA",Central Valley,In-Store,Consoles,10,450.53,354.17,460.0
2024-04-29,S06,"Fresno, CA",Central Valley,In-Store,Video Games,39,44.54,26.62,460.0
2024-04-29,S06,"Fresno, CA",Central Valley,In-Store,Accessories,26,25.16,13.51,460.0
2024-04-29,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,12,71.76,36.01,460.0
2024-04-29,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,18,27.07,9.01,460.0
2024-04-29,S00,QuickCart Online,National,Online,Consoles,23,468.28,367.18,180.0
2024-04-29,S00,QuickCart Online,National,Online,Video Games,74,48.2,29.6,180.0
2024-04-29,S00,QuickCart Online,National,Online,Accessories,75,54.28,30.46,180.0
2024-04-29,S00,QuickCart Online,National,Online,Collectibles,34,27.22,13.61,180.0
2024-04-29,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,47,24.37,8.29,180.0
2024-05-06,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,414.32,348.16,480.0
2024-05-06,S01,"Monterey, CA",Central Coast,In-Store,Video Games,38,51.48,32.07,480.0
2024-05-06,S01,"Monterey, CA",Central Coast,In-Store,Accessories,28,38.19,21.35,480.0
2024-05-06,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,12,36.32,17.88,480.0
2024-05-06,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,25,11.05,3.85,480.0
2024-05-06,S02,"Salinas, CA",Central Coast,In-Store,Consoles,9,406.81,335.72,420.0
2024-05-06,S02,"Salinas, CA",Central Coast,In-Store,Video Games,27,55.43,34.39,420.0
2024-05-06,S02,"Salinas, CA",Central Coast,In-Store,Accessories,30,20.74,11.21,420.0
2024-05-06,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,15,27.14,12.64,420.0
2024-05-06,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,21,11.27,3.95,420.0
2024-05-06,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,444.34,364.84,440.0
2024-05-06,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,35,40.73,25.16,440.0
2024-05-06,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,33,46.55,25.34,440.0
2024-05-06,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,17,71.21,34.45,440.0
2024-05-06,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,15,17.61,5.89,440.0
2024-05-06,S04,"San Jose, CA",Bay Area,In-Store,Consoles,10,492.46,386.41,620.0
2024-05-06,S04,"San Jose, CA",Bay Area,In-Store,Video Games,44,39.95,24.54,620.0
2024-05-06,S04,"San Jose, CA",Bay Area,In-Store,Accessories,33,48.46,27.93,620.0
2024-05-06,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,15,48.43,24.39,620.0
2024-05-06,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,19,30.74,11.2,620.0
2024-05-06,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,8,467.27,389.36,520.0
2024-05-06,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,37,58.61,35.79,520.0
2024-05-06,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,24,38.18,21.06,520.0
2024-05-06,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,16,34.59,15.78,520.0
2024-05-06,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,15,16.46,5.86,520.0
2024-05-06,S06,"Fresno, CA",Central Valley,In-Store,Consoles,8,452.19,382.79,460.0
2024-05-06,S06,"Fresno, CA",Central Valley,In-Store,Video Games,31,49.38,29.93,460.0
2024-05-06,S06,"Fresno, CA",Central Valley,In-Store,Accessories,35,46.63,24.65,460.0
2024-05-06,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,17,48.35,23.83,460.0
2024-05-06,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,25,9.39,3.19,460.0
2024-05-06,S00,QuickCart Online,National,Online,Consoles,17,402.36,333.16,180.0
2024-05-06,S00,QuickCart Online,National,Online,Video Games,103,40.46,25.69,180.0
2024-05-06,S00,QuickCart Online,National,Online,Accessories,71,24.55,13.12,180.0
2024-05-06,S00,QuickCart Online,National,Online,Collectibles,45,22.95,11.02,180.0
2024-05-06,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,47,29.39,10.52,180.0
2024-05-13,S01,"Monterey, CA",Central Coast,In-Store,Consoles,7,458.79,382.7,480.0
2024-05-13,S01,"Monterey, CA",Central Coast,In-Store,Video Games,32,48.05,28.73,480.0
2024-05-13,S01,"Monterey, CA",Central Coast,In-Store,Accessories,31,23.95,12.91,480.0
2024-05-13,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,11,85.4,42.55,480.0
2024-05-13,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,25,24.65,8.56,480.0
2024-05-13,S02,"Salinas, CA",Central Coast,In-Store,Consoles,8,496.23,424.88,420.0
2024-05-13,S02,"Salinas, CA",Central Coast,In-Store,Video Games,39,62.57,38.09,420.0
2024-05-13,S02,"Salinas, CA",Central Coast,In-Store,Accessories,27,20.71,11.25,420.0
2024-05-13,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,16,52.15,25.91,420.0
2024-05-13,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,18,26.69,9.63,420.0
2024-05-13,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,455.24,390.76,440.0
2024-05-13,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,37,43.02,25.99,440.0
2024-05-13,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,24,43.1,24.71,440.0
2024-05-13,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,17,25.47,12.5,440.0
2024-05-13,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,17,15.71,5.59,440.0
2024-05-13,S04,"San Jose, CA",Bay Area,In-Store,Consoles,9,486.36,386.38,620.0
2024-05-13,S04,"San Jose, CA",Bay Area,In-Store,Video Games,41,60.73,37.87,620.0
2024-05-13,S04,"San Jose, CA",Bay Area,In-Store,Accessories,28,53.13,28.73,620.0
2024-05-13,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,18,20.07,10.05,620.0
2024-05-13,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,26,11.93,4.38,620.0
2024-05-13,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,8,423.26,350.7,520.0
2024-05-13,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,30,66.45,41.41,520.0
2024-05-13,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,33,31.13,17.18,520.0
2024-05-13,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,13,37.31,17.93,520.0
2024-05-13,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,20,11.47,4.21,520.0
2024-05-13,S06,"Fresno, CA",Central Valley,In-Store,Consoles,8,482.97,412.44,460.0
2024-05-13,S06,"Fresno, CA",Central Valley,In-Store,Video Games,33,51.42,32.08,460.0
2024-05-13,S06,"Fresno, CA",Central Valley,In-Store,Accessories,24,20.57,11.04,460.0
2024-05-13,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,18,59.54,28.34,460.0
2024-05-13,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,17,17.25,5.96,460.0
2024-05-13,S00,QuickCart Online,National,Online,Consoles,25,448.93,373.81,180.0
2024-05-13,S00,QuickCart Online,National,Online,Video Games,103,46.72,29.9,180.0
2024-05-13,S00,QuickCart Online,National,Online,Accessories,93,42.88,23.56,180.0
2024-05-13,S00,QuickCart Online,National,Online,Collectibles,31,74.65,34.65,180.0
2024-05-13,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,60,21.21,7.73,180.0
2024-05-20,S01,"Monterey, CA",Central Coast,In-Store,Consoles,8,463.18,363.05,480.0
2024-05-20,S01,"Monterey, CA",Central Coast,In-Store,Video Games,27,64.4,41.71,480.0
2024-05-20,S01,"Monterey, CA",Central Coast,In-Store,Accessories,31,48.4,26.39,480.0
2024-05-20,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,17,35.2,17.25,480.0
2024-05-20,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,15,21.64,7.48,480.0
2024-05-20,S02,"Salinas, CA",Central Coast,In-Store,Consoles,9,465.68,386.31,420.0
2024-05-20,S02,"Salinas, CA",Central Coast,In-Store,Video Games,36,53.64,31.62,420.0
2024-05-20,S02,"Salinas, CA",Central Coast,In-Store,Accessories,29,14.53,8.02,420.0
2024-05-20,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,13,87.42,39.94,420.0
2024-05-20,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,24,25.85,9.32,420.0
2024-05-20,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,10,409.7,322.39,440.0
2024-05-20,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,29,44.76,27.82,440.0
2024-05-20,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,34,26.03,14.17,440.0
2024-05-20,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,13,47.42,22.91,440.0
2024-05-20,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,26,14.65,5.22,440.0
2024-05-20,S04,"San Jose, CA",Bay Area,In-Store,Consoles,10,464.37,394.42,620.0
2024-05-20,S04,"San Jose, CA",Bay Area,In-Store,Video Games,41,41.81,25.61,620.0
2024-05-20,S04,"San Jose, CA",Bay Area,In-Store,Accessories,30,16.53,8.65,620.0
2024-05-20,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,12,53.99,25.74,620.0
2024-05-20,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,24,23.15,8.39,620.0
2024-05-20,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,6,451.82,353.54,520.0
2024-05-20,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,30,65.04,41.89,520.0
2024-05-20,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,28,16.1,8.48,520.0
2024-05-20,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,18,81.95,39.59,520.0
2024-05-20,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,15,32.22,11.07,520.0
2024-05-20,S06,"Fresno, CA",Central Valley,In-Store,Consoles,10,457.7,384.78,460.0
2024-05-20,S06,"Fresno, CA",Central Valley,In-Store,Video Games,40,50.95,30.25,460.0
2024-05-20,S06,"Fresno, CA",Central Valley,In-Store,Accessories,24,24.82,14.11,460.0
2024-05-20,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,13,81.76,38.58,460.0
2024-05-20,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,12.5,4.59,460.0
2024-05-20,S00,QuickCart Online,National,Online,Consoles,24,449.08,385.71,180.0
2024-05-20,S00,QuickCart Online,National,Online,Video Games,71,52.11,33.4,180.0
2024-05-20,S00,QuickCart Online,National,Online,Accessories,68,48.61,27.95,180.0
2024-05-20,S00,QuickCart Online,National,Online,Collectibles,35,73.15,33.46,180.0
2024-05-20,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,47,33.81,11.82,180.0
2024-05-27,S01,"Monterey, CA",Central Coast,In-Store,Consoles,8,493.11,401.59,480.0
2024-05-27,S01,"Monterey, CA",Central Coast,In-Store,Video Games,39,58.82,34.96,480.0
2024-05-27,S01,"Monterey, CA",Central Coast,In-Store,Accessories,31,49.91,28.04,480.0
2024-05-27,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,11,29.8,14.61,480.0
2024-05-27,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,27.49,9.45,480.0
2024-05-27,S02,"Salinas, CA",Central Coast,In-Store,Consoles,6,399.52,321.33,420.0
2024-05-27,S02,"Salinas, CA",Central Coast,In-Store,Video Games,33,47.09,28.12,420.0
2024-05-27,S02,"Salinas, CA",Central Coast,In-Store,Accessories,24,34.2,18.91,420.0
2024-05-27,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,14,20.84,9.86,420.0
2024-05-27,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,23.95,8.24,420.0
2024-05-27,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,428.18,347.17,440.0
2024-05-27,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,28,66.03,42.6,440.0
2024-05-27,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,36,39.74,21.13,440.0
2024-05-27,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,13,28.72,13.51,440.0
2024-05-27,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,20,10.58,3.68,440.0
2024-05-27,S04,"San Jose, CA",Bay Area,In-Store,Consoles,8,447.42,351.36,620.0
2024-05-27,S04,"San Jose, CA",Bay Area,In-Store,Video Games,31,46.4,29.13,620.0
2024-05-27,S04,"San Jose, CA",Bay Area,In-Store,Accessories,30,22.8,12.05,620.0
2024-05-27,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,13,85.42,40.31,620.0
2024-05-27,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,22,29.1,10.01,620.0
2024-05-27,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,480.55,408.22,520.0
2024-05-27,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,45,43.08,26.23,520.0
2024-05-27,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,36,23.04,12.44,520.0
2024-05-27,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,18,86.81,40.8,520.0
2024-05-27,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,21.28,7.5,520.0
2024-05-27,S06,"Fresno, CA",Central Valley,In-Store,Consoles,7,436.61,369.35,460.0
2024-05-27,S06,"Fresno, CA",Central Valley,In-Store,Video Games,34,42.42,26.47,460.0
2024-05-27,S06,"Fresno, CA",Central Valley,In-Store,Accessories,30,38.55,21.59,460.0
2024-05-27,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,15,85.71,40.98,460.0
2024-05-27,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,19.96,6.84,460.0
2024-05-27,S00,QuickCart Online,National,Online,Consoles,24,480.9,406.0,180.0
2024-05-27,S00,QuickCart Online,National,Online,Video Games,89,53.98,33.91,180.0
2024-05-27,S00,QuickCart Online,National,Online,Accessories,64,43.64,24.52,180.0
2024-05-27,S00,QuickCart Online,National,Online,Collectibles,43,24.18,12.18,180.0
2024-05-27,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,53,19.02,6.66,180.0
2024-06-03,S01,"Monterey, CA",Central Coast,In-Store,Consoles,10,468.17,385.57,480.0
2024-06-03,S01,"Monterey, CA",Central Coast,In-Store,Video Games,41,49.79,32.09,480.0
2024-06-03,S01,"Monterey, CA",Central Coast,In-Store,Accessories,29,42.72,22.52,480.0
2024-06-03,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,16,65.03,30.76,480.0
2024-06-03,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,22,10.11,3.71,480.0
2024-06-03,S02,"Salinas, CA",Central Coast,In-Store,Consoles,9,438.96,369.04,420.0
2024-06-03,S02,"Salinas, CA",Central Coast,In-Store,Video Games,45,51.91,30.61,420.0
2024-06-03,S02,"Salinas, CA",Central Coast,In-Store,Accessories,25,36.98,20.38,420.0
2024-06-03,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,15,59.27,28.3,420.0
2024-06-03,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,19,28.31,10.0,420.0
2024-06-03,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,8,433.5,338.57,440.0
2024-06-03,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,28,51.48,33.39,440.0
2024-06-03,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,23,56.33,29.87,440.0
2024-06-03,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,13,50.87,23.7,440.0
2024-06-03,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,20,20.9,7.27,440.0
2024-06-03,S04,"San Jose, CA",Bay Area,In-Store,Consoles,9,430.89,346.27,620.0
2024-06-03,S04,"San Jose, CA",Bay Area,In-Store,Video Games,42,42.45,27.24,620.0
2024-06-03,S04,"San Jose, CA",Bay Area,In-Store,Accessories,31,44.47,23.64,620.0
2024-06-03,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,18,36.07,16.75,620.0
2024-06-03,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,17,23.0,8.42,620.0
2024-06-03,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,439.5,349.02,520.0
2024-06-03,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,39,51.96,30.7,520.0
2024-06-03,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,30,22.88,12.7,520.0
2024-06-03,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,13,68.33,31.83,520.0
2024-06-03,S05,"Sacramento, CA",Central Valley,In-Store,Trade-Ins/Used Games,23,29.22,9.78,520.0
2024-06-03,S06,"Fresno, CA",Central Valley,In-Store,Consoles,6,486.2,386.2,460.0
2024-06-03,S06,"Fresno, CA",Central Valley,In-Store,Video Games,33,52.73,31.92,460.0
2024-06-03,S06,"Fresno, CA",Central Valley,In-Store,Accessories,34,37.75,21.05,460.0
2024-06-03,S06,"Fresno, CA",Central Valley,In-Store,Collectibles,15,61.79,29.92,460.0
2024-06-03,S06,"Fresno, CA",Central Valley,In-Store,Trade-Ins/Used Games,19,30.14,10.67,460.0
2024-06-03,S00,QuickCart Online,National,Online,Consoles,25,469.6,377.27,180.0
2024-06-03,S00,QuickCart Online,National,Online,Video Games,99,41.54,24.81,180.0
2024-06-03,S00,QuickCart Online,National,Online,Accessories,59,27.74,14.77,180.0
2024-06-03,S00,QuickCart Online,National,Online,Collectibles,41,54.76,26.07,180.0
2024-06-03,S00,QuickCart Online,National,Online,Trade-Ins/Used Games,43,18.59,6.3,180.0
2024-06-10,S01,"Monterey, CA",Central Coast,In-Store,Consoles,9,468.34,389.62,480.0
2024-06-10,S01,"Monterey, CA",Central Coast,In-Store,Video Games,45,55.65,34.47,480.0
2024-06-10,S01,"Monterey, CA",Central Coast,In-Store,Accessories,23,28.16,15.41,480.0
2024-06-10,S01,"Monterey, CA",Central Coast,In-Store,Collectibles,11,44.13,20.14,480.0
2024-06-10,S01,"Monterey, CA",Central Coast,In-Store,Trade-Ins/Used Games,17,29.38,10.76,480.0
2024-06-10,S02,"Salinas, CA",Central Coast,In-Store,Consoles,8,448.5,374.56,420.0
2024-06-10,S02,"Salinas, CA",Central Coast,In-Store,Video Games,34,64.2,39.76,420.0
2024-06-10,S02,"Salinas, CA",Central Coast,In-Store,Accessories,22,15.39,8.69,420.0
2024-06-10,S02,"Salinas, CA",Central Coast,In-Store,Collectibles,13,38.24,18.42,420.0
2024-06-10,S02,"Salinas, CA",Central Coast,In-Store,Trade-Ins/Used Games,17,20.43,7.32,420.0
2024-06-10,S03,"Santa Cruz, CA",Central Coast,In-Store,Consoles,9,453.97,357.86,440.0
2024-06-10,S03,"Santa Cruz, CA",Central Coast,In-Store,Video Games,28,62.25,39.84,440.0
2024-06-10,S03,"Santa Cruz, CA",Central Coast,In-Store,Accessories,27,51.02,26.77,440.0
2024-06-10,S03,"Santa Cruz, CA",Central Coast,In-Store,Collectibles,16,57.24,28.82,440.0
2024-06-10,S03,"Santa Cruz, CA",Central Coast,In-Store,Trade-Ins/Used Games,16,29.75,10.67,440.0
2024-06-10,S04,"San Jose, CA",Bay Area,In-Store,Consoles,7,498.93,407.07,620.0
2024-06-10,S04,"San Jose, CA",Bay Area,In-Store,Video Games,33,63.5,39.13,620.0
2024-06-10,S04,"San Jose, CA",Bay Area,In-Store,Accessories,36,48.9,26.19,620.0
2024-06-10,S04,"San Jose, CA",Bay Area,In-Store,Collectibles,17,60.15,28.44,620.0
2024-06-10,S04,"San Jose, CA",Bay Area,In-Store,Trade-Ins/Used Games,23,24.82,8.4,620.0
2024-06-10,S05,"Sacramento, CA",Central Valley,In-Store,Consoles,7,419.66,334.04,520.0
2024-06-10,S05,"Sacramento, CA",Central Valley,In-Store,Video Games,27,49.52,30.03,520.0
2024-06-10,S05,"Sacramento, CA",Central Valley,In-Store,Accessories,29,28.56,16.03,520.0
2024-06-10,S05,"Sacramento, CA",Central Valley,In-Store,Collectibles,13,37.71,18.75,520.0
